station,longitude,latitude,z
723300-99999,-9.0467E7,3.6767E7,2.106677504467285
723301-93862,-8.8771E7,3.4262E7,2.5036529090116346
723306-13825,-8.845E7,3.365E7,1.4392818740399207
723307-99999,-8.8583E7,3.345E7,2.0005519713261606
723320-93862,-8.8771E7,3.4262E7,2.9019354838709575
723340-13893,-8.9987E7,3.5056E7,2.57870967741934
723345-93839,-8.9867E7,3.535E7,1.6088291517323796
723346-03811,-8.8917E7,3.5593E7,0.3720471464019681
723347-03809,-8.9409E7,3.6E7,1.6161290322580584
723400-99999,-9.225E7,3.4833E7,2.223279879737447
723401-13963,-9.2239E7,3.4727E7,0.2390322580645261
723403-13963,-9.2239E7,3.4727E7,0.2635483870967761
723405-03930,-9.215E7,3.4917E7,3.8257419354838476
723406-99999,-9.0925E7,3.6125E7,0.5116129032257959
723407-99999,-9.0633E7,3.5833E7,0.07967741935480888
723408-13814,-8.995E7,3.5967E7,0.265880099330289
723410-99999,-9.4617E7,3.4683E7,4.796386021505384
723415-99999,-9.3083E7,3.4467E7,3.2251612903225606
723416-99999,-9.1567E7,3.46E7,0.8773449131513331
723417-93988,-9.1935E7,3.4175E7,2.886064516129011
723418-13977,-9.4007E7,3.3454E7,2.0622580645161293
723419-93992,-9.2814E7,3.3221E7,2.1184086021505095
723425-99999,-9.2767E7,3.3617E7,0.0
723434-99999,-9.4117E7,3.6183E7,1.6702997286171382
723440-13964,-9.4363E7,3.5333E7,1.9041935483870844
723443-99999,-9.4483E7,3.62E7,0.8722580645160889
723444-99999,-9.4219E7,3.6346E7,0.9453225806451684
723445-93993,-9.4169E7,3.601E7,1.0683870967741882
723446-13971,-9.3157E7,3.6267E7,2.3299999999999983
723447-99999,-9.2467E7,3.63E7,1.021612903225801
723448-99999,-9.1647E7,3.5726E7,1.0370967741935289
723449-99999,-9.4107E7,3.6372E7,1.303870967741915
723480-99999,-9.185E7,3.6733E7,1.8973162284877105
723489-03935,-8.9571E7,3.7225E7,0.16161290322578736
723490-99999,-9.4015E7,3.691E7,7.244516129032263
723495-13987,-9.4502E7,3.7147E7,2.521935483870948
723510-13966,-9.8493E7,3.3979E7,2.399354838709641
723520-13902,-9.9267E7,3.465E7,0.6794470046082779
723525-93986,-9.9053E7,3.4989E7,2.7824015572858656
723526-99999,-9.92E7,3.5333E7,1.9539769585253168
723527-13975,-9.9769E7,3.6297E7,-0.12064516129032654
723530-13967,-9.7601E7,3.5389E7,2.839354838709653
723535-99999,-9.7917E7,3.6333E7,0.47187167671035013
723536-99999,-9.7783E7,3.6383E7,2.217330261136709
723540-13919,-9.7383E7,3.5417E7,1.2935483870967488
723544-99999,-9.765E7,3.5533E7,-0.7009297912713635
723546-13969,-9.7102E7,3.6737E7,-0.7561290322580732
723550-13945,-9.84E7,3.465E7,2.6643613047074126
723555-99999,-9.7017E7,3.43E7,-0.9080645161290448
723556-99999,-9.5367E7,3.565E7,-0.09015053763442893
723560-13968,-9.5887E7,3.6199E7,2.2099999999999937
723565-99999,-9.6017E7,3.6767E7,3.439901171377656
723566-93950,-9.5783E7,3.4882E7,0.6938709677419155
723575-99999,-9.8417E7,3.4567E7,3.1293769797129016
723600-23051,-1.03154E8,3.6449E7,4.094053763440854
723601-23007,-1.00283E8,3.4427E7,-1.4693548387096627
723604-23007,-1.00283E8,3.4427E7,-0.12144516796901428
723625-93057,-1.07899E8,3.5166E7,4.961525227460697
723627-23081,-1.08794E8,3.5514E7,0.7622580645161037
723630-23047,-1.01704E8,3.523E7,-0.13516129032261404
723650-23050,-1.06616E8,3.5042E7,1.736547192353612
723654-99999,-1.06269E8,3.5879E7,1.6756387123258492
723655-99999,-1.0605E8,3.4983E7,12.954547619047645
723656-23049,-1.06089E8,3.5617E7,2.361290322580629
723658-23090,-1.08229E8,3.6744E7,2.3814731182795725
723663-99999,-1.05667E8,3.645E7,1.3951167964404902
723676-23048,-1.03603E8,3.5182E7,1.4064516129031972
723677-23054,-1.05142E8,3.5654E7,2.331612903225789
723700-93167,-1.13933E8,3.5258E7,0.732903225806453
723700-99999,-1.1395E8,3.5259E7,1.4541552504732351
723710-99999,-1.1145E8,3.6933E7,1.785300930180071
723721-23184,-1.12421E8,3.4652E7,-0.50322580645161
723723-23184,-1.12421E8,3.4652E7,-0.1925806451612999
723740-23194,-1.10721E8,3.5028E7,1.4796421379880655
723745-93139,-1.11339E8,3.4257E7,2.9381445781956614
723747-99999,-1.1E8,3.4267E7,1.3350649218165245
723755-03103,-1.11666E8,3.5144E7,-0.033225806451596895
723760-99999,-1.11817E8,3.5217E7,1.5580116439919038
723781-99999,-1.1215E8,3.595E7,-0.12774623655914752
723783-99999,-1.12133E8,3.595E7,1.107133028467814
723788-99999,-1.14567E8,3.515E7,-0.5368033794162841
723805-23179,-1.14619E8,3.4768E7,4.5863617866004915
723810-23114,-1.17867E8,3.49E7,2.1258064516129025
723814-93121,-1.16167E8,3.43E7,0.0
723815-23161,-1.16786E8,3.4854E7,2.709999999999937
723816-03159,-1.18212E8,3.4741E7,4.4222580645161145
723820-23182,-1.18084E8,3.4629E7,0.5502365591397762
723825-23131,-1.17383E8,3.4583E7,1.4685806451612393
723826-99999,-1.1783E8,3.5659E7,-0.08446051167965152
723830-23187,-1.18724E8,3.4744E7,4.78618385507707
723840-23155,-1.19054E8,3.5434E7,0.6622580645161094
723860-23169,-1.15163E8,3.6072E7,1.1890322580645005
723865-23112,-1.15033E8,3.625E7,-0.2896774193548737
723870-03160,-1.16028E8,3.6621E7,3.361408602150533
723890-93193,-1.19719E8,3.678E7,2.752844574780042
723894-99999,-1.18838E8,3.7624E7,1.43975381761976
723895-99999,-1.19067E8,3.6033E7,0.3648387096774144
723896-99999,-1.194E8,3.6317E7,1.2947163151504526
723900-99999,-1.21283E8,3.5667E7,5.752910689115261
723910-93111,-1.19117E8,3.4117E7,-0.9379866518353737
723923-99999,-1.197E8,3.44E7,-3.155108083054202
723924-99999,-1.1925E8,3.425E7,-3.2332526536930715
723925-23190,-1.19843E8,3.4426E7,-0.5629032258064797
723926-99999,-1.191E8,3.4217E7,-0.5487096774193816
723927-93110,-1.19207E8,3.4201E7,-3.627096774193575
723930-99999,-1.20567E8,3.475E7,1.4030097065160163
723940-23273,-1.20449E8,3.4899E7,0.08387096774191605
723965-93209,-1.20628E8,3.567E7,2.978002595476468
724010-13740,-7.732E7,3.7505E7,1.6651612903225583
724014-99999,-7.75E7,3.7183E7,0.3348817204301042
724016-93736,-7.8453E7,3.8139E7,1.397463848720804
724017-99999,-7.8433E7,3.735E7,-0.22903225806450678
724020-93739,-7.5471E7,3.7937E7,1.6072860573274141
724024-93739,-7.5471E7,3.7937E7,0.20275974025972232
724026-99999,-7.5761E7,3.7647E7,3.3815118279569987
724027-99999,-7.5617E7,3.7533E7,-3.231882115130688
724030-93738,-7.7464E7,3.8941E7,1.3764516129032387
724033-99999,-7.745E7,3.8267E7,0.09870967741935033
724035-13773,-7.73E7,3.85E7,0.712247792750091
724036-99999,-7.7515E7,3.8721E7,1.705105672969978
724037-93728,-7.7183E7,3.8717E7,4.417924263674607
724040-13721,-7.6417E7,3.83E7,1.9909677419354352
724045-93720,-7.551E7,3.8341E7,-0.12774193548386847
724048-99999,-7.6383E7,3.8383E7,0.0
724050-13743,-7.7034E7,3.8848E7,3.1303225806451564
724053-99999,-7.815E7,3.915E7,-0.1022580645161355
724055-99999,-7.7558E7,3.9078E7,0.07322580645161736
724056-99999,-8.135E7,3.6895E7,0.016129032258021425
724057-99999,-7.6167E7,3.9467E7,-0.32512502714675406
724058-99999,-8.2033E7,3.6683E7,-0.5036476426799084
724060-93721,-7.6683E7,3.9167E7,2.759354838709669
724065-93733,-7.675E7,3.9083E7,0.4607545350291531
724066-99999,-7.7717E7,3.97E7,0.9238709677419479
724067-99999,-7.64E7,3.9317E7,0.13819730343678316
724069-99999,-7.61E7,3.9333E7,-1.427356902356891
724070-93730,-7.4567E7,3.9449E7,4.474516129032239
724075-13735,-7.5067E7,3.9367E7,-0.8388605858361302
724076-13724,-7.4424E7,3.9379E7,0.0
724080-13739,-7.5231E7,3.9868E7,0.2345161290322153
724084-04739,-7.4117E7,4.0183E7,-0.4441935483870907
724085-94732,-7.5011E7,4.0082E7,2.004838709677429
724086-14793,-7.515E7,4.02E7,1.002113459399311
724087-99999,-7.4017E7,4.01E7,-1.3745251811302523
724088-13707,-7.5467E7,3.9133E7,1.5132551319647973
724089-13781,-7.5601E7,3.9673E7,0.9099078341013893
724090-14780,-7.435E7,4.0033E7,0.6321192376074833
724093-99999,-7.5367E7,3.8683E7,1.8131835637480975
724094-99999,-7.4283E7,4.0883E7,2.109517241379322
724095-14792,-7.4816E7,4.0277E7,1.1626559139784831
724096-14706,-7.46E7,4.0017E7,1.0676651305683151
724097-99999,-7.4417E7,4.08E7,3.3786730816349717
724098-99999,-7.3817E7,4.045E7,0.0
724099-99999,-7.4017E7,4.0467E7,-7.438605387205385
724100-13733,-7.9207E7,3.7321E7,-0.12419354838709751
724105-99999,-7.89E7,3.8267E7,1.8527741935483846
724106-13728,-7.9336E7,3.6573E7,1.300645161290305
724107-99999,-8.0817E7,3.6767E7,-0.10483870967740927
724110-13741,-7.9974E7,3.7317E7,1.2464516129032006
724113-99999,-8.0408E7,3.7208E7,0.12032258064516554
724115-99999,-7.9833E7,3.795E7,2.9001032893691416
724116-13868,-8.0683E7,3.7133E7,0.8611290322580345
724117-99999,-8.2533E7,3.6983E7,-0.22661290322582772
724120-03872,-8.1123E7,3.7784E7,2.0203225806451712
724125-03859,-8.1208E7,3.7296E7,1.190000000000012
724125-99999,-8.1208E7,3.7296E7,2.5635483870967732
724126-99999,-8.0333E7,3.7767E7,-0.721404761904779
724127-99999,-8.0399E7,3.7858E7,-1.0105210918114125
724131-99999,-8.2517E7,3.7483E7,0.8164462365591305
724140-13866,-8.159E7,3.8379E7,2.331612903225789
724170-13729,-7.9853E7,3.8885E7,3.784292803970203
724175-99999,-8.0217E7,3.9283E7,2.191680107526892
724176-13736,-7.9916E7,3.9643E7,0.9067741935483866
724177-13734,-7.7984E7,3.9402E7,-1.2625806451612789
724210-93814,-8.4672E7,3.9043E7,3.513870967741937
724220-93820,-8.4606E7,3.8041E7,2.425483870967753
724230-93821,-8.5739E7,3.8181E7,3.474193548387106
724235-13810,-8.5664E7,3.8228E7,2.860322580645146
724236-03889,-8.3314E7,3.7591E7,0.8526728110599038
724237-99999,-8.7167E7,3.7733E7,-1.2531868743047738
724238-99999,-8.7683E7,3.78E7,0.8935483870967431
724240-13807,-8.5967E7,3.79E7,1.3883870967741814
724243-03849,-8.4077E7,3.7087E7,0.9026825127334206
724250-03860,-8.2555E7,3.8365E7,2.0745161290322613
724270-03804,-8.127E7,3.92E7,0.9854838709677551
724273-03804,-8.127E7,3.92E7,1.6104004449388043
724275-14894,-8.0647E7,4.0176E7,0.8745683563748088
724280-14821,-8.2881E7,3.9991E7,1.7451612903225708
724285-13812,-8.2933E7,3.9817E7,1.266724565756789
724285-99999,-8.2917E7,3.98E7,-0.500322580645161
724286-93824,-8.1892E7,3.9944E7,1.1483870967741865
724288-99999,-8.3067E7,4.0067E7,0.6132734254992442
724289-99999,-8.345E7,4.17E7,-2.8828215762731872
724290-93815,-8.4219E7,3.9906E7,0.5290322580645039
724295-03867,-8.3833E7,3.9833E7,0.21243494647357863
724296-13841,-8.3822E7,3.942E7,-0.26645161290322505
724297-93812,-8.4419E7,3.9103E7,1.7877419354838509
724303-14813,-8.1464E7,4.1038E7,0.0
724320-93817,-8.7521E7,3.8044E7,2.4080645161290306
724335-99999,-8.8867E7,3.8317E7,2.965150001612116
724336-99999,-8.925E7,3.7767E7,-0.6758906192065268
724338-13802,-8.985E7,3.855E7,0.3054838709677057
724339-99999,-8.9017E7,3.775E7,-0.9907252424994226
724340-13994,-9.0374E7,3.8753E7,2.4054838709677426
724345-03966,-9.0656E7,3.8657E7,0.9873548387096776
724350-03816,-8.8774E7,3.7056E7,2.490645161290331
724354-99999,-8.4616E7,3.7053E7,-0.5810483870967715
724361-13803,-8.59E7,3.9267E7,-2.225609318996419
724363-13803,-8.59E7,3.9267E7,-0.20096106785317147
724365-99999,-8.695E7,3.825E7,0.030102639296174516
724370-93823,-8.73E7,3.945E7,0.07176685653980996
724373-93823,-8.73E7,3.945E7,0.0
724375-99999,-8.6617E7,3.9133E7,2.094738229161507
724380-93819,-8.6279E7,3.9732E7,1.7912903225806502
724385-99999,-8.5617E7,4.0117E7,-0.4307741935483733
724386-14835,-8.6937E7,4.0412E7,0.7966989247311602
724388-14829,-8.5783E7,4.1533E7,0.0
724390-93822,-8.9684E7,3.9845E7,1.2645161290322307
724395-99999,-9.0033E7,3.8883E7,-0.02475806451616336
724396-93989,-9.1192E7,3.9937E7,-0.21387096774195413
724397-99999,-8.8917E7,4.0467E7,-0.5257386363636414
724398-99999,-8.76E7,4.02E7,2.271407834101396
724400-13995,-9.339E7,3.724E7,1.0654838709677392
724450-03945,-9.2218E7,3.8817E7,1.1670967741935385
724454-93996,-9.0428E7,3.7761E7,0.6217733153796701
724455-14938,-9.2543E7,4.0097E7,-0.5245161290322642
724456-13997,-9.1768E7,3.8131E7,1.6716129032258067
724457-03938,-9.215E7,3.775E7,2.6625806451612846
724458-99999,-9.215E7,3.8583E7,-1.1583870967741774
724459-99999,-9.255E7,3.81E7,2.875997875131887
724460-03947,-9.4731E7,3.9297E7,2.1219354838709563
724461-13988,-9.4597E7,3.9121E7,0.8838709677419132
724463-13988,-9.4597E7,3.9121E7,1.2383870967741757
724466-03929,-9.456E7,3.8844E7,-1.4058064516129036
724467-13930,-9.355E7,3.8717E7,0.3006451612902765
724468-99999,-9.4733E7,3.885E7,2.2474733939895373
724475-93909,-9.489E7,3.8832E7,0.6893548387096757
724490-13993,-9.4923E7,3.9774E7,1.1274961597542301
724500-03928,-9.743E7,3.7648E7,-0.4229032258064649
724504-99999,-9.7217E7,3.775E7,1.0555106859012966
724505-03923,-9.7267E7,3.7617E7,-0.1822580645161338
724506-13986,-9.7861E7,3.8065E7,-1.6736751152074305
724507-13981,-9.5484E7,3.767E7,1.557741935483861
724509-99999,-9.7267E7,3.8058E7,1.6058525345621888
724510-13985,-9.9968E7,3.7769E7,0.1683870967741541
724515-23064,-1.00725E8,3.7927E7,0.04161290322582545
724516-99999,-1.0095E8,3.7033E7,0.24405645161289158
724517-99999,-9.8867E7,3.835E7,1.8144498847926087
724518-99999,-9.9273E7,3.8842E7,5.899957978401531
724520-03957,-9.8553E7,3.7284E7,6.819498207885303
724550-13947,-9.6767E7,3.905E7,-0.07602685486557448
724555-99999,-9.6667E7,3.9133E7,0.10870967741935544
724556-13989,-9.6195E7,3.8329E7,0.22034562211979392
724560-13996,-9.5626E7,3.9073E7,2.5661290322580186
724565-13920,-9.5664E7,3.895E7,-0.21387096774198255
724567-13921,-9.4917E7,3.9367E7,-1.9995653972021614
724580-13984,-9.7651E7,3.9551E7,-0.07806451612903231
724585-93997,-9.8809E7,3.8876E7,-1.701269187986668
724586-03919,-9.765E7,3.88E7,0.16774193548388894
724586-13922,-9.765E7,3.8783E7,0.4937965260545951
724600-99999,-1.01883E8,3.7E7,7.268688213193926
724620-23061,-1.05861E8,3.7439E7,3.5553615127919898
724625-99999,-1.0776E8,3.714E7,3.0400041256893644
724627-99999,-1.07917E8,3.795E7,1.403377072748043
724630-99999,-1.02617E8,3.8083E7,1.487111396574349
724635-23067,-1.03512E8,3.8049E7,-0.6245161290322585
724636-99999,-1.02688E8,3.807E7,0.0
724640-93058,-1.04498E8,3.829E7,3.0054838709676943
724645-23070,-1.04338E8,3.7262E7,0.7491290322580539
724650-23065,-1.01693E8,3.9367E7,1.2216129032257896
724655-93990,-9.983E7,3.9376E7,-0.47013647642683054
724660-93037,-1.04688E8,3.881E7,1.3438709677419212
724665-93010,-1.03716E8,3.9189E7,2.284692621431205
724666-99999,-1.04849E8,3.957E7,4.260967741935474
724673-99999,-1.06317E8,3.922E7,0.49489399304715675
724675-23063,-1.06917E8,3.965E7,-1.7773118279570213
724676-99999,-1.06869E8,3.9223E7,3.4853978494623874
724677-99999,-1.06933E8,3.8534E7,0.7646705313596271
724678-99999,-1.06866E8,4.0516E7,0.6286666666666747
724680-94015,-1.04757E8,3.8678E7,-0.6368495295776455
724685-99999,-1.0605E8,3.8533E7,0.6033321150484596
724686-99999,-1.06917E8,3.86E7,-0.36978927488284796
724690-23062,-1.04867E8,3.975E7,1.7045161290322284
724695-23036,-1.0475E8,3.9717E7,1.1054838709677313
724697-99999,-1.05083E8,4.0583E7,1.5649784946236451
724698-24015,-1.03217E8,4.0167E7,0.27870967741935715
724699-99999,-1.05117E8,3.9917E7,2.1369585253456194
724700-99999,-1.1075E8,3.9617E7,3.488199938616887
724721-93025,-1.09467E8,3.7617E7,-0.024594945747637098
724723-93025,-1.09483E8,3.7583E7,0.7399540229884991
724725-99999,-1.123E8,4.0317E7,-1.4639326921695215
724735-23170,-1.10715E8,3.8371E7,1.0745815666844436
724736-99999,-1.107E8,3.75E7,-0.24683333333331348
724750-99999,-1.13017E8,3.8417E7,1.4302019115890374
724754-99999,-1.13593E8,3.7091E7,5.945829773078742
724755-93129,-1.13094E8,3.7709E7,-0.5983870967742035
724756-23159,-1.12146E8,3.7706E7,1.2064718614718686
724760-23066,-1.0854E8,3.9134E7,1.025161290322572
724765-99999,-1.07894E8,3.8517E7,2.1944354696100987
724766-99999,-1.07883E8,3.85E7,1.6555652221605044
724767-99999,-1.08633E8,3.73E7,2.8505027511461947
724768-99999,-1.04633E8,4.0437E7,3.157242659870704
724769-99999,-1.05017E8,4.045E7,3.2454779841960004
724771-99999,-1.1015E8,3.9E7,0.9947901808300799
724773-99999,-1.10167E8,3.9E7,-1.684375958662926
724795-99999,-1.12583E8,3.9333E7,3.3286549769208165
724796-94128,-1.11853E8,4.1787E7,-0.5487096774193674
724796-99999,-1.1185E8,4.1783E7,0.0
724797-23176,-1.13017E8,3.8417E7,0.26532258064514735
724800-23157,-1.18358E8,3.7371E7,2.9216129032257783
724810-23203,-1.20567E8,3.7367E7,2.119227911873068
724815-99999,-1.20514E8,3.7285E7,2.7949031559838033
724830-23232,-1.21495E8,3.8507E7,1.791612903225797
724835-23206,-1.213E8,3.8567E7,0.887096774193509
724836-23208,-1.214E8,3.8667E7,2.1509677419354603
724837-93216,-1.21433E8,3.9133E7,0.5667857142857002
724838-99999,-1.21567E8,3.91E7,2.6354685099846336
724839-93225,-1.2159E8,3.8696E7,3.740086021505377
724844-99999,-1.16783E8,3.78E7,0.0
724855-23153,-1.1709E8,3.8051E7,1.7779784946236532
724860-23154,-1.14847E8,3.9295E7,2.007096774193556
724870-99999,-1.14517E8,3.7617E7,9.784059979974074
724880-23185,-1.19771E8,3.9484E7,6.567715609936968
724885-93102,-1.18717E8,3.9417E7,3.2796382488479026
724915-23245,-1.21833E8,3.6583E7,2.530745431431754
724916-93217,-1.21767E8,3.6683E7,1.153886738351261
724917-23233,-1.21608E8,3.6664E7,1.684691109780104
724920-23237,-1.21226E8,3.7889E7,3.4977419354838446
724925-23240,-1.21133E8,3.74E7,-0.06826802454510528
724926-23258,-1.20951E8,3.7624E7,3.5858064516128962
724927-23285,-1.21814E8,3.7693E7,-0.2390322580645261
724930-23230,-1.22221E8,3.7721E7,0.5341935483870799
724935-93228,-1.22115E8,3.7654E7,0.0
724935-99999,-1.2212E8,3.766E7,1.9070951685885404
724936-23254,-1.22055E8,3.7992E7,2.2426267281105794
724937-99999,-1.22115E8,3.7461E7,1.8528755092499694
724938-99999,-1.2225E8,3.7512E7,0.7556104218362094
724940-23234,-1.22365E8,3.762E7,0.7438709677419411
724945-23293,-1.21924E8,3.7359E7,-0.6292213570633862
724946-99999,-1.21817E8,3.7333E7,-0.4559784946236647
724955-93227,-1.22285E8,3.821E7,-1.2235483870967698
724956-23211,-1.225E8,3.8067E7,-1.705161290322593
724957-23213,-1.2281E8,3.8504E7,-0.8827252502780709
724957-99999,-1.22817E8,3.8517E7,2.3020224099223014
725020-14734,-7.4169E7,4.0683E7,2.1051612903225703
725025-94741,-7.4061E7,4.085E7,2.027096774193538
725027-99999,-7.2829E7,4.1509E7,3.8625549155484578
725028-99999,-7.3267E7,4.0633E7,-3.2589130009775147
725029-99999,-7.3135E7,4.1479E7,1.686082949308755
725030-14732,-7.388E7,4.0779E7,1.707741935483881
725033-94728,-7.3969E7,4.0779E7,0.036451612903235286
725035-04781,-7.3102E7,4.0794E7,0.3824623655913939
725036-14757,-7.3884E7,4.1627E7,-0.3096774193548697
725037-94745,-7.3708E7,4.1067E7,1.8293548387096763
725038-14714,-7.41E7,4.15E7,-0.879129032258092
725039-99999,-7.34E7,4.095E7,-21.29363250546117
725040-94702,-7.3129E7,4.1158E7,0.33755913978494334
725045-14758,-7.2887E7,4.1264E7,1.1312096774193634
725046-14707,-7.2049E7,4.1328E7,0.40718667861409585
725047-99999,-7.2083E7,4.13E7,0.3910769230769233
725054-99999,-7.1483E7,4.1921E7,1.8059139784946154
725055-99999,-6.995E7,4.1667E7,-1.87383567553114
725056-99999,-7.1467E7,4.135E7,-2.781449678334269
725057-99999,-7.0083E7,4.1283E7,-1.3677053788581475
725058-94793,-7.1578E7,4.1168E7,3.0129942100909943
725058-99999,-7.1567E7,4.1167E7,1.3291144597338302
725059-99999,-7.1283E7,4.2467E7,3.006048582787429
725061-14756,-7.0061E7,4.1253E7,-1.771935483870962
725063-14756,-7.0061E7,4.1253E7,1.0741490545049714
725064-99999,-7.0729E7,4.1909E7,0.3206261859582611
725065-99999,-7.095E7,4.1667E7,1.3005341191067004
725066-99999,-7.0617E7,4.14E7,0.9228709677419289
725067-99999,-7.0267E7,4.1667E7,0.9826666666666739
725068-99999,-7.1017E7,4.1867E7,5.073559139784905
725069-99999,-6.9983E7,4.1683E7,-1.16229870796613
725070-14765,-7.1433E7,4.1722E7,1.2638709677419513
725073-99999,-7.0217E7,4.2067E7,2.588792766373402
725074-99999,-7.1417E7,4.1583E7,1.0452983992977067
725075-99999,-7.317E7,4.2696E7,-0.41451612903226476
725079-99999,-7.1282E7,4.1532E7,-0.10647294760198633
725080-14740,-7.2683E7,4.1938E7,1.1206451612903265
725085-54756,-7.2291E7,4.257E7,0.6796072931276314
725086-99999,-7.3482E7,4.1372E7,1.7272786429365965
725087-14752,-7.2651E7,4.1736E7,2.085367741935471
725088-99999,-7.0917E7,4.2583E7,-0.8889976958525239
725089-99999,-7.29E7,4.1267E7,-21.628245430258858
725090-14739,-7.1011E7,4.2361E7,3.447741935483876
725095-94746,-7.1873E7,4.2271E7,2.010494623655916
725097-14790,-7.0933E7,4.215E7,1.3955161290322735
725098-99999,-7.1167E7,4.2183E7,10.823421658986177
725099-99999,-7.0667E7,4.2583E7,-26.153034095704776
725101-14712,-7.5967E7,4.0367E7,-1.306612903225826
725103-14712,-7.5967E7,4.0367E7,1.4087096774193384
725105-14770,-7.6864E7,4.0821E7,0.0
725107-04780,-7.1756E7,4.2552E7,0.0
725110-14751,-7.6851E7,4.0217E7,-0.02129032258065422
725111-14751,-7.6851E7,4.0217E7,-0.5954838709677546
725111-99999,-7.685E7,4.0217E7,0.3996774193548589
725115-14711,-7.6772E7,4.0196E7,1.0967741935483701
725116-99999,-7.6283E7,4.0117E7,1.0964516129032091
725117-99999,-8.0283E7,4.0133E7,0.3061658986174791
725118-14751,-7.6851E7,4.0217E7,0.269354838709674
725120-14761,-7.8083E7,4.09E7,0.0777419354838429
725124-99999,-7.995E7,4.0777E7,1.371835372636255
725125-04787,-7.8899E7,4.1178E7,-0.7590322580645221
725126-14736,-7.832E7,4.0296E7,1.0370967741935573
725127-04726,-7.8834E7,4.0316E7,-0.7291720430107489
725128-99999,-7.785E7,4.085E7,1.0610752688172198
725130-14777,-7.5727E7,4.1334E7,1.2012043010752507
725135-14754,-7.5417E7,4.1183E7,0.5040085475089313
725140-14778,-7.6922E7,4.1243E7,1.6222580645161173
725144-99999,-7.6567E7,4.0433E7,-0.500653415387319
725145-99999,-7.48E7,4.17E7,1.7096497695852548
725150-04725,-7.598E7,4.2207E7,0.5290322580645181
725155-99999,-7.6467E7,4.2491E7,2.0928372434017604
725156-14748,-7.6892E7,4.2159E7,-0.4648387096774229
725165-99999,-7.295E7,4.3517E7,1.0394202386518003
725170-14737,-7.5449E7,4.0651E7,0.924838709677374
725180-14735,-7.3809E7,4.2743E7,0.7335483870967607
725185-14750,-7.3617E7,4.335E7,-0.6054838709677597
725186-99999,-7.5467E7,4.4683E7,3.6676692750942266
725187-99999,-7.3517E7,4.4683E7,3.4811254480286635
725190-14771,-7.6104E7,4.3111E7,1.4580645161289851
725195-99999,-7.6517E7,4.3467E7,-4.932973537794439
725196-14717,-7.5407E7,4.3234E7,-0.20653506381414388
725197-94794,-7.5384E7,4.3145E7,0.058881720430093765
725200-94823,-8.0214E7,4.0485E7,3.1641865079364777
725204-99999,-8.0383E7,4.0767E7,1.0351612903225913
725205-14762,-7.9922E7,4.0355E7,0.6571182795699144
725207-99999,-7.94E7,4.0267E7,1.6091168770453521
725210-14895,-8.1433E7,4.0917E7,1.5870967741935544
725215-99999,-8.2183E7,4.1467E7,-2.221544885319787
725235-99999,-7.9258E7,4.2153E7,-1.5956982902557968
725240-14820,-8.1853E7,4.1405E7,1.3038709677419291
725244-99999,-8.1383E7,4.1683E7,0.8757204301075348
725245-99999,-8.1683E7,4.1517E7,1.7078976640711971
725246-14891,-8.2518E7,4.082E7,0.9079032258064359
725247-99999,-8.1483E7,4.1567E7,-0.3567078499920484
725249-99999,-8.2733E7,4.155E7,-0.14442087167559237
725250-14852,-8.0674E7,4.1254E7,2.052258064516124
725255-99999,-8.08E7,4.1917E7,-0.2117267552182227
725260-14860,-8.0183E7,4.208E7,2.556774193548378
725265-99999,-8.08E7,4.2117E7,-3.218144416873457
725266-04751,-7.8633E7,4.18E7,0.3477419354838531
725267-94868,-7.9867E7,4.1383E7,1.3316311827957037
725280-14733,-7.8736E7,4.2941E7,1.046451612903212
725283-99999,-7.8367E7,4.2233E7,0.0
725285-99999,-7.8883E7,4.2883E7,-0.6381988882401259
725287-04724,-7.8938E7,4.3108E7,1.0641935483871094
725288-99999,-7.9067E7,4.3267E7,0.5296434135760393
725290-14768,-7.7677E7,4.3117E7,-0.37870967741935146
725295-99999,-7.76E7,4.325E7,0.30001801157294494
725300-94846,-8.7934E7,4.1995E7,1.2903870967741966
725305-99999,-8.8249E7,4.1908E7,0.03116268075639539
725306-14855,-8.7833E7,4.2083E7,1.1364516129032296
725310-14806,-8.815E7,4.03E7,-2.955161290322607
725314-99999,-9.015E7,3.8567E7,0.1698566308244125
725315-99999,-8.8267E7,4.0033E7,-0.03620430107525863
725316-99999,-8.8867E7,3.9833E7,0.09612903225803393
725317-99999,-8.8283E7,3.9483E7,0.0
725320-14842,-8.9684E7,4.0668E7,1.5325806451613033
725323-99999,-9.0433E7,4.0933E7,0.0
725326-99999,-8.9683E7,4.1743E7,1.7074952561669647
725330-14827,-8.5206E7,4.0971E7,1.2479892473118213
725335-99999,-8.615E7,4.065E7,-0.9473592880978998
725336-99999,-8.5383E7,4.0233E7,-1.595857229723748
725337-99999,-8.74E7,4.1617E7,-0.8862211981566901
725340-14819,-8.7752E7,4.1786E7,-0.3681935483871115
725346-94866,-8.76E7,4.1867E7,-0.9498831229546312
725347-99999,-8.7867E7,4.2417E7,1.5558870967741854
725350-14848,-8.6316E7,4.1707E7,0.75322580645161
725354-99999,-8.6E7,4.1717E7,-1.420483870967729
725360-94830,-8.3801E7,4.1589E7,1.4293548387096848
725366-14825,-8.3669E7,4.1014E7,1.5809343715239095
725370-94847,-8.3331E7,4.2231E7,0.7122580645161207
725375-14822,-8.301E7,4.2409E7,1.0816129032258033
